uid,province,district,name,electionday,pre,abroad,dis,cons,NVoters,NValid,Votes,isprevote,type,isabroad,isdisab,constit
21649,20246,dobonggugab,abroad,0,0,1,0,Seoul_15,543,122,92,FALSE,d,TRUE,FALSE,Seoul_15
21748,20246,dobonggueul,banghag3dongjei4tu,1,0,0,0,Seoul_16,148101,60093,29089,FALSE,p,FALSE,FALSE,Seoul_16
21710,20246,dobonggueul,prevote_out,0,1,0,0,Seoul_16,148101,37401,22570,TRUE,d,FALSE,FALSE,Seoul_16
21711,20246,dobonggueul,abroad,0,0,1,0,Seoul_16,540,135,94,FALSE,d,TRUE,FALSE,Seoul_16
21544,20246,nowueongubyeong,sanggyei3Â·4dongjei2tu,1,0,0,0,Seoul_17,150830,62361,30351,FALSE,p,FALSE,FALSE,Seoul_17
21572,20246,nowueongubyeong,prevote_in,0,1,0,0,Seoul_17,150830,41964,25055,TRUE,p,FALSE,FALSE,Seoul_17
21523,20246,nowueongubyeong,abroad,0,0,1,0,Seoul_17,605,185,137,FALSE,d,TRUE,FALSE,Seoul_17
21638,20246,nowueongueul,sanggyei6Â·7dongjei4tu,1,0,0,0,Seoul_18,163050,73159,42960,FALSE,p,FALSE,FALSE,Seoul_18
21586,20246,nowueongueul,prevote_in,0,1,0,0,Seoul_18,163050,40957,28538,TRUE,p,FALSE,FALSE,Seoul_18
21583,20246,nowueongueul,abroad,0,0,1,0,Seoul_18,686,173,131,FALSE,d,TRUE,FALSE,Seoul_18
21469,20246,nowueongugab,wueolgyei1dongjei1tu,1,0,0,0,Seoul_19,138336,59788,31308,FALSE,p,FALSE,FALSE,Seoul_19
21483,20246,nowueongugab,prevote_in,0,1,0,0,Seoul_19,138336,34960,22464,TRUE,p,FALSE,FALSE,Seoul_19
21465,20246,nowueongugab,abroad,0,0,1,0,Seoul_19,581,159,115,FALSE,d,TRUE,FALSE,Seoul_19
23527,20246,jungguseongdonggugab_seongdonggu,seongsu1gajei2dongjei4tu,1,0,0,0,Seoul_2,191129,74501,36593,FALSE,p,FALSE,FALSE,Seoul_2
23585,20246,jungguseongdonggugab_seongdonggu,prevote_in,0,1,0,0,Seoul_2,191129,54944,33637,TRUE,p,FALSE,FALSE,Seoul_2
23509,20246,jungguseongdonggugab_seongdonggu,abroad,0,0,1,0,Seoul_2,1032,294,153,FALSE,d,TRUE,FALSE,Seoul_2
23288,20246,eunpyeonggugab,eungamjei2dongjei5tu,1,0,0,0,Seoul_20,206015,75423,44723,FALSE,p,FALSE,FALSE,Seoul_20
23283,20246,eunpyeonggugab,prevote_in,0,1,0,0,Seoul_20,206015,58595,41404,TRUE,p,FALSE,FALSE,Seoul_20
23264,20246,eunpyeonggugab,abroad,0,0,1,0,Seoul_20,902,288,221,FALSE,d,TRUE,FALSE,Seoul_20
23380,20246,eunpyeonggueul,bulgwangjei1dongjei2tu,1,0,0,0,Seoul_21,209104,81888,42839,FALSE,p,FALSE,FALSE,Seoul_21
23358,20246,eunpyeonggueul,prevote_in,0,1,0,0,Seoul_21,209104,55269,35872,TRUE,p,FALSE,FALSE,Seoul_21
23340,20246,eunpyeonggueul,abroad,0,0,1,0,Seoul_21,1025,244,173,FALSE,d,TRUE,FALSE,Seoul_21
22208,20246,seodaemungugab,cheonyeondongjei3tu,1,0,0,0,Seoul_22,130968,52958,25526,FALSE,p,FALSE,FALSE,Seoul_22
22236,20246,seodaemungugab,prevote_in,0,1,0,0,Seoul_22,130968,36922,22310,TRUE,p,FALSE,FALSE,Seoul_22
22195,20246,seodaemungugab,abroad,0,0,1,0,Seoul_22,962,219,141,FALSE,d,TRUE,FALSE,Seoul_22
22300,20246,seodaemungueul,buggajwajei1dongjei4tu,1,0,0,0,Seoul_23,140617,55402,31388,FALSE,p,FALSE,FALSE,Seoul_23
22303,20246,seodaemungueul,prevote_in,0,1,0,0,Seoul_23,140617,39428,26756,TRUE,p,FALSE,FALSE,Seoul_23
22256,20246,seodaemungueul,abroad,0,0,1,0,Seoul_23,769,198,138,FALSE,d,TRUE,FALSE,Seoul_23
22085,20246,mapogugab,yonggangdongjei5tu,1,0,0,0,Seoul_24,135135,55265,27866,FALSE,p,FALSE,FALSE,Seoul_24
22087,20246,mapogugab,prevote_in,0,1,0,0,Seoul_24,135135,39373,25118,TRUE,p,FALSE,FALSE,Seoul_24
22049,20246,mapogugab,abroad,0,0,1,0,Seoul_24,1012,289,176,FALSE,d,TRUE,FALSE,Seoul_24
22170,20246,mapogueul,seongsan2dongjei4tu,1,0,0,0,Seoul_25,188551,76811,36951,FALSE,p,FALSE,FALSE,Seoul_25
22177,20246,mapogueul,prevote_in,0,1,0,0,Seoul_25,188551,51876,32190,TRUE,p,FALSE,FALSE,Seoul_25
22112,20246,mapogueul,abroad,0,0,1,0,Seoul_25,1118,296,194,FALSE,d,TRUE,FALSE,Seoul_25
22893,20246,yangcheongugab,mog5dongjei9tu,1,0,0,0,Seoul_26,205312,91103,42176,FALSE,p,FALSE,FALSE,Seoul_26
22916,20246,yangcheongugab,prevote_in,0,1,0,0,Seoul_26,205312,59347,35784,TRUE,p,FALSE,FALSE,Seoul_26
22848,20246,yangcheongugab,abroad,0,0,1,0,Seoul_26,1435,358,235,FALSE,d,TRUE,FALSE,Seoul_26
22956,20246,yangcheongueul,sinwueol4dongjei1tu,1,0,0,0,Seoul_27,175757,68171,35846,FALSE,p,FALSE,FALSE,Seoul_27
22942,20246,yangcheongueul,prevote_in,0,1,0,0,Seoul_27,175757,47669,30785,TRUE,p,FALSE,FALSE,Seoul_27
22932,20246,yangcheongueul,abroad,0,0,1,0,Seoul_27,656,178,127,FALSE,d,TRUE,FALSE,Seoul_27
20748,20246,gangseogugab,hwagogjei3dongjei5tu,1,0,0,0,Seoul_28,173038,69276,35324,FALSE,p,FALSE,FALSE,Seoul_28
20743,20246,gangseogugab,prevote_in,0,1,0,0,Seoul_28,173038,43943,27928,TRUE,p,FALSE,FALSE,Seoul_28
20722,20246,gangseogugab,abroad,0,0,1,0,Seoul_28,718,193,143,FALSE,d,TRUE,FALSE,Seoul_28
20879,20246,gangseogueul,gonghangdongjei2tu,1,0,0,0,Seoul_29,175175,71998,36997,FALSE,p,FALSE,FALSE,Seoul_29
20906,20246,gangseogueul,prevote_in,0,1,0,0,Seoul_29,175175,46531,29524,TRUE,p,FALSE,FALSE,Seoul_29
20845,20246,gangseogueul,abroad,0,0,1,0,Seoul_29,842,225,162,FALSE,d,TRUE,FALSE,Seoul_29
23600,20246,jungguseongdonggueul_junggu,sogongdongjei2tu,1,0,0,0,Seoul_3,182621,71530,33076,FALSE,p,FALSE,FALSE,Seoul_3
23618,20246,jungguseongdonggueul_junggu,prevote_in,0,1,0,0,Seoul_3,182621,51476,30808,TRUE,p,FALSE,FALSE,Seoul_3
23595,20246,jungguseongdonggueul_junggu,abroad,0,0,1,0,Seoul_3,1158,296,184,FALSE,d,TRUE,FALSE,Seoul_3
20834,20246,gangseogubyeong,gayangjei3dongjei2tu,1,0,0,0,Seoul_30,160554,61838,33371,FALSE,p,FALSE,FALSE,Seoul_30
20825,20246,gangseogubyeong,prevote_in,0,1,0,0,Seoul_30,160554,45593,30985,TRUE,p,FALSE,FALSE,Seoul_30
20785,20246,gangseogubyeong,abroad,0,0,1,0,Seoul_30,797,228,156,FALSE,d,TRUE,FALSE,Seoul_30
21288,20246,gurogugab,oryujei2dongjei8tu,1,0,0,0,Seoul_31,204937,88724,43411,FALSE,p,FALSE,FALSE,Seoul_31
21237,20246,gurogugab,prevote_in,0,1,0,0,Seoul_31,204937,51715,32295,TRUE,p,FALSE,FALSE,Seoul_31
21227,20246,gurogugab,abroad,0,0,1,0,Seoul_31,819,236,159,FALSE,d,TRUE,FALSE,Seoul_31
21318,20246,gurogueul,sindorimdongjei6tu,1,0,0,0,Seoul_32,145918,57673,29776,FALSE,p,FALSE,FALSE,Seoul_32
21308,20246,gurogueul,prevote_out,0,1,0,0,Seoul_32,145918,40385,26131,TRUE,d,FALSE,FALSE,Seoul_32
21309,20246,gurogueul,abroad,0,0,1,0,Seoul_32,726,219,158,FALSE,d,TRUE,FALSE,Seoul_32
21446,20246,geumcheongu,siheungjei4dongjei2tu,1,0,0,0,Seoul_33,207073,78728,35624,FALSE,p,FALSE,FALSE,Seoul_33
21438,20246,geumcheongu,prevote_in,0,1,0,0,Seoul_33,207073,51529,28982,TRUE,p,FALSE,FALSE,Seoul_33
21377,20246,geumcheongu,abroad,0,0,1,0,Seoul_33,657,177,128,FALSE,d,TRUE,FALSE,Seoul_33
23050,20246,yeongdeungpogugab,dorimdongjei4tu,1,0,0,0,Seoul_34,186958,76270,38622,FALSE,p,FALSE,FALSE,Seoul_34
23009,20246,yeongdeungpogugab,prevote_out,0,1,0,0,Seoul_34,186958,52213,33624,TRUE,d,FALSE,FALSE,Seoul_34
23010,20246,yeongdeungpogugab,abroad,0,0,1,0,Seoul_34,1039,271,192,FALSE,d,TRUE,FALSE,Seoul_34
23093,20246,yeongdeungpogueul,yeoeuidongjei1tu,1,0,0,0,Seoul_35,138504,54430,24012,FALSE,p,FALSE,FALSE,Seoul_35
23133,20246,yeongdeungpogueul,prevote_in,0,1,0,0,Seoul_35,138504,39026,22925,TRUE,p,FALSE,FALSE,Seoul_35
23089,20246,yeongdeungpogueul,abroad,0,0,1,0,Seoul_35,880,198,136,FALSE,d,TRUE,FALSE,Seoul_35
21913,20246,dongjaggugab,abroad_office,1,0,0,0,Seoul_36,184331,74446,37103,FALSE,d,FALSE,FALSE,Seoul_36
21954,20246,dongjaggugab,prevote_in,0,1,0,0,Seoul_36,184331,52391,33000,TRUE,p,FALSE,FALSE,Seoul_36
21912,20246,dongjaggugab,abroad,0,0,1,0,Seoul_36,970,282,185,FALSE,d,TRUE,FALSE,Seoul_36
22023,20246,dongjaggueul,sadangjei3dongjei1tu,1,0,0,0,Seoul_37,160951,68218,31554,FALSE,p,FALSE,FALSE,Seoul_37
22022,20246,dongjaggueul,prevote_in,0,1,0,0,Seoul_37,160951,49255,29681,TRUE,p,FALSE,FALSE,Seoul_37
21984,20246,dongjaggueul,abroad,0,0,1,0,Seoul_37,1087,252,171,FALSE,d,TRUE,FALSE,Seoul_37
20975,20246,gwanaggugab,cheongryongdongjei4tu,1,0,0,0,Seoul_38,241989,85052,43473,FALSE,p,FALSE,FALSE,Seoul_38
20935,20246,gwanaggugab,prevote_in,0,1,0,0,Seoul_38,241989,63954,39793,TRUE,p,FALSE,FALSE,Seoul_38
20925,20246,gwanaggugab,abroad,0,0,1,0,Seoul_38,1138,248,209,FALSE,d,TRUE,FALSE,Seoul_38
21054,20246,gwanaggueul,seowueondongjei3tu,1,0,0,0,Seoul_39,209101,77298,37334,FALSE,p,FALSE,FALSE,Seoul_39
21071,20246,gwanaggueul,prevote_in,0,1,0,0,Seoul_39,209101,57049,35035,TRUE,p,FALSE,FALSE,Seoul_39
21013,20246,gwanaggueul,abroad,0,0,1,0,Seoul_39,765,210,160,FALSE,d,TRUE,FALSE,Seoul_39
23188,20246,yongsangu,cheongpadongjei5tu,1,0,0,0,Seoul_4,201645,75556,40653,FALSE,p,FALSE,FALSE,Seoul_4
23225,20246,yongsangu,prevote_in,0,1,0,0,Seoul_4,201645,57689,23045,TRUE,p,FALSE,FALSE,Seoul_4
23164,20246,yongsangu,abroad,0,0,1,0,Seoul_4,1588,398,193,FALSE,d,TRUE,FALSE,Seoul_4
22366,20246,seochogugab,bangbaebondongjei2tu,1,0,0,0,Seoul_40,161173,70663,48643,FALSE,p,FALSE,FALSE,Seoul_40
22364,20246,seochogugab,prevote_in,0,1,0,0,Seoul_40,161173,45395,24059,TRUE,p,FALSE,FALSE,Seoul_40
22317,20246,seochogugab,abroad,0,0,1,0,Seoul_40,1634,377,189,FALSE,d,TRUE,FALSE,Seoul_40
22427,20246,seochogueul,bangbae2dongjei5tu,1,0,0,0,Seoul_41,194229,83535,49768,FALSE,p,FALSE,FALSE,Seoul_41
22458,20246,seochogueul,prevote_in,0,1,0,0,Seoul_41,194229,54756,24463,TRUE,p,FALSE,FALSE,Seoul_41
22390,20246,seochogueul,abroad,0,0,1,0,Seoul_41,1935,419,208,FALSE,d,TRUE,FALSE,Seoul_41
20303,20246,gangnamgugab,yeogsam1dongjei7tu,1,0,0,0,Seoul_42,166051,66300,42121,FALSE,p,FALSE,FALSE,Seoul_42
20257,20246,gangnamgugab,prevote_in,0,1,0,0,Seoul_42,166051,36655,18042,TRUE,p,FALSE,FALSE,Seoul_42
20254,20246,gangnamgugab,abroad,0,0,1,0,Seoul_42,1486,323,161,FALSE,d,TRUE,FALSE,Seoul_42
20393,20246,gangnamgueul,gaepo2dongjei1tu,1,0,0,0,Seoul_43,139229,60585,33871,FALSE,p,FALSE,FALSE,Seoul_43
20432,20246,gangnamgueul,prevote_in,0,1,0,0,Seoul_43,139229,40781,17792,TRUE,p,FALSE,FALSE,Seoul_43
20384,20246,gangnamgueul,abroad,0,0,1,0,Seoul_43,1101,230,96,FALSE,d,TRUE,FALSE,Seoul_43
20345,20246,gangnamgubyeong,daechi2dongjei1tu,1,0,0,0,Seoul_44,149971,70216,49668,FALSE,p,FALSE,FALSE,Seoul_44
20367,20246,gangnamgubyeong,prevote_in,0,1,0,0,Seoul_44,149971,37851,21047,TRUE,p,FALSE,FALSE,Seoul_44
20322,20246,gangnamgubyeong,abroad,0,0,1,0,Seoul_44,1742,394,199,FALSE,d,TRUE,FALSE,Seoul_44
22681,20246,songpagugab,jamsil6dongjei3tu,1,0,0,0,Seoul_45,158365,66201,37544,FALSE,p,FALSE,FALSE,Seoul_45
22652,20246,songpagugab,prevote_in,0,1,0,0,Seoul_45,158365,47438,20648,TRUE,p,FALSE,FALSE,Seoul_45
22623,20246,songpagugab,abroad,0,0,1,0,Seoul_45,1149,256,126,FALSE,d,TRUE,FALSE,Seoul_45
22787,20246,songpagueul,samjeondongjei1tu,1,0,0,0,Seoul_46,198477,89077,49114,FALSE,p,FALSE,FALSE,Seoul_46
22773,20246,songpagueul,prevote_out,0,1,0,0,Seoul_46,198477,53390,22793,TRUE,d,FALSE,FALSE,Seoul_46
22774,20246,songpagueul,abroad,0,0,1,0,Seoul_46,1490,358,164,FALSE,d,TRUE,FALSE,Seoul_46
22713,20246,songpagubyeong,macheon2dongjei1tu,1,0,0,0,Seoul_47,214423,91852,43564,FALSE,p,FALSE,FALSE,Seoul_47
22712,20246,songpagubyeong,prevote_in,0,1,0,0,Seoul_47,214423,57953,35023,TRUE,p,FALSE,FALSE,Seoul_47
22691,20246,songpagubyeong,abroad,0,0,1,0,Seoul_47,1224,298,202,FALSE,d,TRUE,FALSE,Seoul_47
20486,20246,gangdonggugab,godeogjei1dongjei6tu,1,0,0,0,Seoul_48,220132,95517,44327,FALSE,p,FALSE,FALSE,Seoul_48
20516,20246,gangdonggugab,prevote_in,0,1,0,0,Seoul_48,220132,60251,35860,TRUE,p,FALSE,FALSE,Seoul_48
20448,20246,gangdonggugab,abroad,0,0,1,0,Seoul_48,1085,262,173,FALSE,d,TRUE,FALSE,Seoul_48
20541,20246,gangdonggueul,cheonhojei1dongjei4tu,1,0,0,0,Seoul_49,164895,64930,32132,FALSE,p,FALSE,FALSE,Seoul_49
20545,20246,gangdonggueul,prevote_in,0,1,0,0,Seoul_49,164895,43336,26895,TRUE,p,FALSE,FALSE,Seoul_49
20534,20246,gangdonggueul,abroad,0,0,1,0,Seoul_49,715,222,146,FALSE,d,TRUE,FALSE,Seoul_49
21111,20246,gwangjingugab,junggogjei3dongjei3tu,1,0,0,0,Seoul_5,155776,63861,30882,FALSE,p,FALSE,FALSE,Seoul_5
21129,20246,gwangjingugab,prevote_in,0,1,0,0,Seoul_5,155776,41386,25578,TRUE,p,FALSE,FALSE,Seoul_5
21092,20246,gwangjingugab,abroad,0,0,1,0,Seoul_5,783,205,146,FALSE,d,TRUE,FALSE,Seoul_5
21172,20246,gwangjingueul,gueuijei3dongjei2tu,1,0,0,0,Seoul_6,151774,63278,28351,FALSE,p,FALSE,FALSE,Seoul_6
21170,20246,gwangjingueul,prevote_in,0,1,0,0,Seoul_6,151774,44124,25719,TRUE,p,FALSE,FALSE,Seoul_6
21160,20246,gwangjingueul,abroad,0,0,1,0,Seoul_6,752,214,140,FALSE,d,TRUE,FALSE,Seoul_6
21814,20246,dongdaemungugab,hwigyeongjei1dongjei1tu,1,0,0,0,Seoul_7,148241,56800,26823,FALSE,p,FALSE,FALSE,Seoul_7
21835,20246,dongdaemungugab,prevote_in,0,1,0,0,Seoul_7,148241,40780,24598,TRUE,p,FALSE,FALSE,Seoul_7
21779,20246,dongdaemungugab,abroad,0,0,1,0,Seoul_7,741,187,127,FALSE,d,TRUE,FALSE,Seoul_7
21882,20246,dongdaemungueul,dabsibrijei2dongjei5tu,1,0,0,0,Seoul_8,156414,65614,33038,FALSE,p,FALSE,FALSE,Seoul_8
21851,20246,dongdaemungueul,prevote_in,0,1,0,0,Seoul_8,156414,35493,22095,TRUE,p,FALSE,FALSE,Seoul_8
21848,20246,dongdaemungueul,abroad,0,0,1,0,Seoul_8,557,144,97,FALSE,d,TRUE,FALSE,Seoul_8
23764,20246,jungranggugab,mangujei3dongjei3tu,1,0,0,0,Seoul_9,157956,55361,29578,FALSE,p,FALSE,FALSE,Seoul_9
23712,20246,jungranggugab,prevote_in,0,1,0,0,Seoul_9,157956,40059,25512,TRUE,p,FALSE,FALSE,Seoul_9
23709,20246,jungranggugab,abroad,0,0,1,0,Seoul_9,453,120,95,FALSE,d,TRUE,FALSE,Seoul_9
24243,23840,junggu,seongandongjei1tu,1,0,0,0,Ulsan Metropolitan City_1,187973,79296,46862,FALSE,p,FALSE,FALSE,Ulsan Metropolitan City_1
24248,23840,junggu,prevote_in,0,1,0,0,Ulsan Metropolitan City_1,187973,48936,22465,TRUE,p,FALSE,FALSE,Ulsan Metropolitan City_1
24213,23840,junggu,abroad,0,0,1,0,Ulsan Metropolitan City_1,395,99,32,FALSE,d,TRUE,FALSE,Ulsan Metropolitan City_1
23875,23840,namgugab,sinjeong4dongjei6tu,1,0,0,0,Ulsan Metropolitan City_2,147577,63778,37139,FALSE,p,FALSE,FALSE,Ulsan Metropolitan City_2
23897,23840,namgugab,prevote_in,0,1,0,0,Ulsan Metropolitan City_2,147577,39583,18088,TRUE,p,FALSE,FALSE,Ulsan Metropolitan City_2
23848,23840,namgugab,abroad,0,0,1,0,Ulsan Metropolitan City_2,419,90,25,FALSE,d,TRUE,FALSE,Ulsan Metropolitan City_2
23954,23840,namgueul,seonamdongjei2tu,1,0,0,0,Ulsan Metropolitan City_3,126598,54346,33888,FALSE,p,FALSE,FALSE,Ulsan Metropolitan City_3
23913,23840,namgueul,prevote_in,0,1,0,0,Ulsan Metropolitan City_3,126598,29272,15015,TRUE,p,FALSE,FALSE,Ulsan Metropolitan City_3
23910,23840,namgueul,abroad,0,0,1,0,Ulsan Metropolitan City_3,274,49,27,FALSE,d,TRUE,FALSE,Ulsan Metropolitan City_3
24003,23840,donggu,jeonha2dongjei2tu,1,0,0,0,Ulsan Metropolitan City_4,130157,52932,21703,FALSE,p,FALSE,FALSE,Ulsan Metropolitan City_4
23983,23840,donggu,prevote_in,0,1,0,0,Ulsan Metropolitan City_4,130157,35243,12131,TRUE,p,FALSE,FALSE,Ulsan Metropolitan City_4
23965,23840,donggu,abroad,0,0,1,0,Ulsan Metropolitan City_4,196,42,11,FALSE,d,TRUE,FALSE,Ulsan Metropolitan City_4
24068,23840,buggu,nongso3dongjei5tu,1,0,0,0,Ulsan Metropolitan City_5,173315,74722,31709,FALSE,p,FALSE,FALSE,Ulsan Metropolitan City_5
24099,23840,buggu,prevote_in,0,1,0,0,Ulsan Metropolitan City_5,173315,42197,22458,TRUE,p,FALSE,FALSE,Ulsan Metropolitan City_5
24038,23840,buggu,abroad,0,0,1,0,Ulsan Metropolitan City_5,301,59,48,FALSE,d,TRUE,FALSE,Ulsan Metropolitan City_5
24150,23840,uljugun,beomseoeubjei2tu,1,0,0,0,Ulsan Metropolitan City_6,185688,76150,43705,FALSE,p,FALSE,FALSE,Ulsan Metropolitan City_6
24198,23840,uljugun,prevote_in,0,1,0,0,Ulsan Metropolitan City_6,185688,49485,22585,TRUE,p,FALSE,FALSE,Ulsan Metropolitan City_6
24117,23840,uljugun,abroad,0,0,1,0,Ulsan Metropolitan City_6,395,82,24,FALSE,d,TRUE,FALSE,Ulsan Metropolitan City_6
